User ID,Device Model,Operating System,App Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Age,Gender,User Behavior Class,Temperature (°C),Mobile Heating Label
319,OnePlus 9,Android,408,6.6,2026,63,1076,47,Female,4,52.026,Yes
320,Google Pixel 5,Android,508,11.3,2590,81,2481,51,Male,5,63.65666667,Yes
321,iPhone 12,iOS,227,4.4,1275,56,984,22,Female,3,43.85833333,Yes
322,Google Pixel 5,Android,274,6,1489,56,666,57,Female,3,48.05566667,Yes
323,Google Pixel 5,Android,347,6.3,2001,61,1456,21,Female,4,50.38433333,Yes
324,Xiaomi Mi 11,Android,76,1.3,490,14,156,31,Female,1,34.35666667,No
325,iPhone 12,iOS,445,7.5,2007,78,1115,23,Male,4,54.42366667,Yes
326,OnePlus 9,Android,203,4.3,1554,54,638,25,Female,3,43.53733333,Yes
327,Samsung Galaxy S21,Android,199,6,1707,57,881,55,Male,3,47.02366667,Yes
328,OnePlus 9,Android,48,2,574,18,127,24,Female,1,35.374,No
329,OnePlus 9,Android,88,1.6,420,12,274,31,Female,1,35.08666667,No
330,iPhone 12,iOS,541,8.3,2865,89,1820,42,Female,5,58.48166667,Yes
331,Google Pixel 5,Android,233,4.6,1534,49,796,21,Female,3,44.61733333,Yes
332,iPhone 12,iOS,176,3.8,727,36,362,47,Female,2,41.26033333,Yes
333,OnePlus 9,Android,191,6,1762,45,904,54,Male,3,46.94533333,Yes
334,Google Pixel 5,Android,461,7.5,2001,69,1324,34,Female,4,54.68433333,Yes
335,Samsung Galaxy S21,Android,37,1.5,375,18,246,46,Female,1,33.99166667,No
336,OnePlus 9,Android,531,9.8,2905,99,1632,45,Female,5,61.355,Yes
337,Samsung Galaxy S21,Android,473,7.9,2292,62,1472,44,Male,4,55.97533333,Yes
338,Samsung Galaxy S21,Android,30,1.3,561,15,252,34,Male,1,33.661,No
339,iPhone 12,iOS,306,6.1,2267,70,1449,46,Male,4,49.567,Yes
340,iPhone 12,iOS,64,1.2,590,13,155,30,Male,1,34.05666667,No
341,iPhone 12,iOS,75,1,435,13,223,43,Male,1,33.685,No
342,iPhone 12,iOS,597,10.3,2718,90,1863,26,Female,5,63.268,Yes
343,iPhone 12,iOS,529,10.5,2971,87,1683,56,Male,5,62.78766667,Yes
344,iPhone 12,iOS,290,6,1533,54,645,57,Female,3,48.36633333,Yes
345,iPhone 12,iOS,256,5.8,1309,52,840,43,Male,3,47.17566667,Yes
346,iPhone 12,iOS,308,7.7,1974,73,1431,37,Female,4,52.50733333,Yes
347,OnePlus 9,Android,156,3.3,1020,38,447,57,Female,2,40.22,Yes
348,Samsung Galaxy S21,Android,62,1.4,542,18,266,46,Male,1,34.37533333,No
349,Google Pixel 5,Android,156,3.8,866,34,510,26,Male,2,41.066,Yes
350,Samsung Galaxy S21,Android,303,7.4,2314,66,1387,34,Male,4,52.164,Yes
351,Samsung Galaxy S21,Android,463,6.9,2111,73,1463,54,Male,4,53.62766667,Yes
352,Google Pixel 5,Android,60,1.5,593,14,281,35,Female,1,34.593,No
353,Google Pixel 5,Android,225,4.6,1230,52,954,20,Female,3,44.18,Yes
354,Samsung Galaxy S21,Android,379,7.5,1823,68,1075,53,Female,4,53.13966667,Yes
355,OnePlus 9,Android,53,1.4,455,14,106,54,Female,1,34.13833333,No
356,Samsung Galaxy S21,Android,30,1.9,574,19,287,45,Male,1,34.874,No
357,iPhone 12,iOS,291,4.1,1326,51,905,55,Female,3,44.376,Yes
358,iPhone 12,iOS,488,9.5,2840,92,1986,48,Female,5,59.97333333,Yes
359,Google Pixel 5,Android,74,2,366,13,253,44,Female,1,35.59933333,No
360,Samsung Galaxy S21,Android,230,4.6,1325,55,845,54,Female,3,44.35833333,Yes
361,Samsung Galaxy S21,Android,517,11.8,2435,86,2208,26,Male,5,64.65166667,Yes
362,OnePlus 9,Android,557,10.4,2900,97,1609,22,Male,5,62.98333333,Yes
363,Xiaomi Mi 11,Android,78,1.5,341,11,259,38,Female,1,34.641,No
364,iPhone 12,iOS,321,7.9,2159,64,1499,45,Male,4,53.309,Yes
365,Xiaomi Mi 11,Android,579,8.6,2539,84,1935,34,Male,5,59.389,Yes
366,OnePlus 9,Android,382,7.2,1965,67,1341,22,Male,4,52.73166667,Yes
367,Xiaomi Mi 11,Android,516,11.6,2464,82,1767,29,Female,5,64.264,Yes
368,OnePlus 9,Android,598,11.2,2876,85,2477,58,Female,5,65.24266667,Yes
369,OnePlus 9,Android,102,3.9,747,36,408,49,Female,2,40.247,Yes
370,iPhone 12,iOS,165,2.4,816,35,503,34,Male,2,38.366,No
371,iPhone 12,iOS,558,9.8,2765,83,1548,25,Female,5,61.665,Yes
372,Google Pixel 5,Android,561,10.6,2547,86,1823,22,Male,5,63.097,Yes
373,Samsung Galaxy S21,Android,511,10.9,2514,91,2335,59,Female,5,62.83066667,Yes
374,Google Pixel 5,Android,560,11.3,2947,95,1663,25,Female,5,64.88033333,Yes
375,OnePlus 9,Android,69,1.3,434,12,164,42,Male,1,34.184,No
376,OnePlus 9,Android,44,1.1,531,17,232,26,Male,1,33.46433333,No
377,iPhone 12,iOS,65,1.7,490,17,122,51,Female,1,34.97333333,No
378,Google Pixel 5,Android,458,6,1875,63,1072,31,Female,4,51.50833333,Yes
379,Samsung Galaxy S21,Android,525,10.8,2445,99,1623,57,Male,5,62.795,Yes
380,OnePlus 9,Android,106,3,922,22,313,51,Male,2,38.68866667,No
381,iPhone 12,iOS,188,4.6,1767,47,653,34,Male,3,44.10033333,Yes
382,iPhone 12,iOS,493,10.4,2453,99,1813,39,Male,5,61.46966667,Yes
383,OnePlus 9,Android,84,1.5,373,19,299,37,Female,1,34.773,No
384,OnePlus 9,Android,104,2.9,653,35,322,30,Male,2,38.18633333,No
385,Samsung Galaxy S21,Android,102,3,890,38,548,28,Male,2,38.59,No
386,iPhone 12,iOS,349,6.6,2041,78,1096,40,Female,4,51.05766667,Yes
387,OnePlus 9,Android,98,2,925,32,457,28,Male,2,36.55833333,No
388,Samsung Galaxy S21,Android,72,1.3,461,13,199,32,Male,1,34.261,No
389,Xiaomi Mi 11,Android,563,11.6,2968,92,2191,34,Female,5,65.55133333,Yes
390,Xiaomi Mi 11,Android,119,2.8,775,31,313,50,Female,2,38.35833333,No
391,OnePlus 9,Android,311,7.9,2231,69,1021,36,Male,4,53.21433333,Yes
392,OnePlus 9,Android,337,6.1,1901,76,1359,58,Male,4,49.71766667,Yes
393,Samsung Galaxy S21,Android,168,3.5,1055,29,313,54,Male,2,40.855,Yes
394,iPhone 12,iOS,331,7.4,2129,66,1459,53,Male,4,52.44566667,Yes
395,Google Pixel 5,Android,589,9.2,2663,84,1774,45,Female,5,60.87966667,Yes
396,Xiaomi Mi 11,Android,472,6.8,2288,61,1356,52,Male,4,53.75466667,Yes
397,Xiaomi Mi 11,Android,78,1.1,437,14,143,27,Female,1,33.937,No
398,iPhone 12,iOS,517,11.6,2798,90,2175,20,Male,5,64.61466667,Yes
399,OnePlus 9,Android,41,1.6,323,18,221,43,Female,1,34.20633333,No
400,OnePlus 9,Android,49,1.5,571,10,203,29,Male,1,34.38766667,No
401,Xiaomi Mi 11,Android,522,11.1,2821,86,1891,42,Male,5,63.721,Yes
402,Google Pixel 5,Android,97,2.7,612,36,508,53,Male,2,37.62866667,No
403,iPhone 12,iOS,411,7.4,1960,71,1264,40,Male,4,53.61,Yes
404,Samsung Galaxy S21,Android,566,8.6,2595,89,1657,51,Female,5,59.22833333,Yes
405,iPhone 12,iOS,559,8.2,2618,84,2102,22,Female,5,58.33466667,Yes
406,Google Pixel 5,Android,478,7.3,2340,69,1017,43,Female,4,54.90666667,Yes
407,Xiaomi Mi 11,Android,147,3.2,994,33,567,25,Female,2,39.844,No
408,OnePlus 9,Android,395,7.3,2291,61,1049,55,Female,4,53.47433333,Yes
409,Samsung Galaxy S21,Android,357,7.8,2289,74,1242,22,Female,4,53.839,Yes
410,Google Pixel 5,Android,405,6.9,2366,61,1434,51,Male,4,52.916,Yes
411,Samsung Galaxy S21,Android,501,11.8,2790,86,2074,31,Female,5,64.74,Yes
412,Xiaomi Mi 11,Android,575,8.2,2918,88,1928,50,Male,5,58.90133333,Yes
413,OnePlus 9,Android,257,5.1,1692,46,769,52,Female,3,46.17533333,Yes
414,iPhone 12,iOS,270,5,1532,51,957,35,Male,3,46.032,Yes
415,Google Pixel 5,Android,116,2,1171,22,573,33,Female,2,37.10433333,No
416,iPhone 12,iOS,98,2.3,608,24,394,56,Male,2,36.84133333,No
417,Xiaomi Mi 11,Android,264,5.1,1293,52,737,27,Female,3,45.893,Yes
418,Samsung Galaxy S21,Android,572,11.7,2655,91,2481,57,Female,5,65.58833333,Yes
419,Xiaomi Mi 11,Android,202,4.9,1549,43,964,27,Female,3,44.71566667,Yes
420,iPhone 12,iOS,83,1.4,454,11,228,46,Male,1,34.63733333,No
421,iPhone 12,iOS,32,1.4,416,12,198,56,Male,1,33.74933333,No
422,iPhone 12,iOS,168,3.2,716,38,414,43,Male,2,39.916,No
423,iPhone 12,iOS,416,6.1,2115,71,1041,22,Female,4,51.24833333,Yes
424,Xiaomi Mi 11,Android,46,1.1,536,18,167,28,Female,1,33.50266667,No
425,OnePlus 9,Android,201,5,1482,59,709,24,Male,3,44.832,Yes
426,Samsung Galaxy S21,Android,130,2.8,1062,24,579,37,Male,2,38.82866667,No
427,OnePlus 9,Android,98,2.4,747,36,403,44,Female,2,37.18033333,No
428,OnePlus 9,Android,105,3.8,967,28,489,51,Male,2,40.317,Yes
429,Xiaomi Mi 11,Android,94,2.3,1033,33,369,58,Male,2,37.19966667,No
430,Xiaomi Mi 11,Android,540,10.1,2757,90,2180,37,Male,5,61.957,Yes
431,iPhone 12,iOS,266,5.5,1238,59,839,22,Male,3,46.67133333,Yes
432,iPhone 12,iOS,140,3.8,1137,36,506,53,Male,2,41.07033333,Yes
433,Google Pixel 5,Android,534,10.4,2672,90,1702,51,Male,5,62.372,Yes
434,OnePlus 9,Android,46,2,309,15,116,42,Male,1,35.07566667,No
435,iPhone 12,iOS,581,8.4,2591,99,2304,58,Male,5,59.07433333,Yes
436,Xiaomi Mi 11,Android,105,3.4,798,21,467,34,Female,2,39.348,No
437,OnePlus 9,Android,221,4.4,1341,46,862,20,Male,3,43.82433333,Yes
438,iPhone 12,iOS,41,1.7,408,16,291,34,Male,1,34.49133333,No
439,OnePlus 9,Android,105,3,728,24,343,52,Female,2,38.478,No
440,Google Pixel 5,Android,123,3.9,915,39,468,18,Male,2,40.765,Yes
441,Google Pixel 5,Android,260,5.7,1725,56,920,36,Female,3,47.45833333,Yes
442,Samsung Galaxy S21,Android,223,5.7,1295,44,751,39,Male,3,46.41166667,Yes
443,Google Pixel 5,Android,66,1.1,505,17,218,33,Male,1,33.805,No
444,iPhone 12,iOS,231,4,1664,48,724,29,Female,3,43.514,Yes
445,iPhone 12,iOS,555,8.8,2540,97,2402,22,Male,5,59.39,Yes
446,Samsung Galaxy S21,Android,378,7.2,1859,61,1318,58,Male,4,52.559,Yes
447,OnePlus 9,Android,546,8.8,2852,81,1641,24,Male,5,59.552,Yes
448,Samsung Galaxy S21,Android,234,5.2,1604,58,919,58,Male,3,45.904,Yes
449,Samsung Galaxy S21,Android,152,3,617,22,306,22,Female,2,39.15033333,No
450,Google Pixel 5,Android,34,1.2,518,10,170,20,Female,1,33.48466667,No
451,Samsung Galaxy S21,Android,179,3.5,1114,30,466,56,Male,2,41.09733333,Yes
452,OnePlus 9,Android,591,11.8,2953,92,1903,52,Male,5,66.403,Yes
453,Samsung Galaxy S21,Android,120,3.3,734,35,583,26,Male,2,39.334,No
454,Google Pixel 5,Android,88,1.3,557,13,164,43,Male,1,34.62366667,No
455,iPhone 12,iOS,143,3.9,1160,24,398,45,Male,2,41.34333333,Yes
456,iPhone 12,iOS,74,1.6,436,13,182,27,Female,1,34.86933333,No
457,iPhone 12,iOS,74,1.6,587,15,275,27,Female,1,35.02033333,No
458,OnePlus 9,Android,234,4.7,1707,55,871,46,Male,3,45.007,Yes
459,iPhone 12,iOS,56,1,547,10,142,58,Female,1,33.48033333,No
460,OnePlus 9,Android,174,2.4,639,37,545,50,Male,2,38.339,No
461,Samsung Galaxy S21,Android,523,9,2696,91,1561,20,Female,5,59.41266667,Yes
462,Samsung Galaxy S21,Android,123,3.3,938,36,438,55,Male,2,39.588,No
463,Samsung Galaxy S21,Android,216,5.9,1789,54,987,55,Male,3,47.189,Yes
464,iPhone 12,iOS,290,4.6,1694,50,809,23,Male,3,45.72733333,Yes
465,Xiaomi Mi 11,Android,68,1.3,583,10,281,26,Female,1,34.31633333,No
466,OnePlus 9,Android,265,4.8,1770,51,723,55,Female,3,45.78666667,Yes
467,Samsung Galaxy S21,Android,414,7.3,2349,75,1092,51,Male,4,53.849,Yes
468,Google Pixel 5,Android,238,4,1414,47,661,41,Female,3,43.38066667,Yes
469,Xiaomi Mi 11,Android,429,7.5,1921,61,1102,46,Male,4,54.071,Yes
470,Xiaomi Mi 11,Android,39,1.9,541,16,294,37,Male,1,34.991,No
471,Samsung Galaxy S21,Android,248,4.6,1396,52,883,40,Male,3,44.72933333,Yes
472,Xiaomi Mi 11,Android,541,9.4,2452,93,1811,53,Female,5,60.26866667,Yes
473,Xiaomi Mi 11,Android,139,3,697,37,513,26,Female,2,39.01366667,No
474,iPhone 12,iOS,289,5,1625,45,687,29,Male,3,46.44166667,Yes
475,Xiaomi Mi 11,Android,210,4.9,1657,55,765,49,Female,3,44.957,Yes
476,Samsung Galaxy S21,Android,412,6.2,2201,68,1085,54,Female,4,51.46766667,Yes
477,Google Pixel 5,Android,318,6.6,2089,77,1126,49,Female,4,50.589,Yes
478,iPhone 12,iOS,258,4.2,1315,44,762,59,Female,3,44.015,Yes
479,OnePlus 9,Android,258,4.3,1759,59,718,41,Female,3,44.659,Yes
480,Samsung Galaxy S21,Android,189,4.8,1681,59,795,57,Male,3,44.431,Yes
481,iPhone 12,iOS,155,2.4,954,39,441,51,Male,2,38.33733333,No
482,Samsung Galaxy S21,Android,528,10.4,2717,87,2140,34,Male,5,62.317,Yes
483,iPhone 12,iOS,549,11.1,2851,87,1814,56,Male,5,64.201,Yes
484,Xiaomi Mi 11,Android,78,1.6,470,18,230,49,Female,1,34.97,No
485,iPhone 12,iOS,444,6,1873,61,1093,39,Female,4,51.273,Yes
486,Xiaomi Mi 11,Android,80,1.1,417,18,298,36,Male,1,33.95033333,No
487,iPhone 12,iOS,131,3.8,739,34,330,57,Female,2,40.52233333,Yes
488,iPhone 12,iOS,228,4.4,1734,46,804,57,Female,3,44.334,Yes
489,Xiaomi Mi 11,Android,416,7.3,1882,62,1333,32,Female,4,53.41533333,Yes
490,Google Pixel 5,Android,586,9.3,2403,94,2332,21,Male,5,60.76966667,Yes
491,Google Pixel 5,Android,416,6.1,2279,71,1096,47,Male,4,51.41233333,Yes
492,iPhone 12,iOS,152,3.7,948,22,507,53,Female,2,40.88133333,Yes
493,Xiaomi Mi 11,Android,87,1.5,594,19,198,36,Female,1,35.044,No
494,OnePlus 9,Android,329,6.8,1892,69,1383,23,Male,4,50.97533333,Yes
495,Samsung Galaxy S21,Android,107,2.5,1176,24,545,29,Female,2,37.95933333,No
496,Google Pixel 5,Android,493,10.9,2928,88,2116,57,Male,5,62.94466667,Yes
497,iPhone 12,iOS,182,4.8,1500,51,807,43,Female,3,44.13333333,Yes
498,iPhone 12,iOS,102,2.9,918,37,362,20,Female,2,38.418,No
499,Google Pixel 5,Android,274,4.5,1356,54,869,53,Male,3,44.92266667,Yes
500,iPhone 12,iOS,143,3.6,988,26,504,45,Female,2,40.57133333,Yes
501,Google Pixel 5,Android,66,1.3,369,14,195,32,Male,1,34.069,No
502,Xiaomi Mi 11,Android,420,7.7,2017,74,1187,24,Female,4,54.417,Yes
503,Xiaomi Mi 11,Android,582,8.4,2664,91,2493,55,Female,5,59.164,Yes
504,Google Pixel 5,Android,200,5.8,1291,50,965,52,Male,3,46.22433333,Yes
505,Google Pixel 5,Android,493,8.5,2859,99,2450,47,Male,5,58.07566667,Yes
506,Samsung Galaxy S21,Android,348,6.6,2398,66,1415,49,Female,4,51.398,Yes
507,Xiaomi Mi 11,Android,238,5.1,1408,45,941,27,Male,3,45.57466667,Yes
508,Xiaomi Mi 11,Android,33,2,318,11,173,42,Female,1,34.868,No
509,Google Pixel 5,Android,267,5.9,1740,45,791,22,Male,3,47.99,Yes
510,iPhone 12,iOS,492,10,2513,90,1968,31,Male,5,60.713,Yes
511,Google Pixel 5,Android,241,5.3,1767,58,976,38,Female,3,46.38366667,Yes
512,Samsung Galaxy S21,Android,567,10.8,2911,89,1682,39,Male,5,63.961,Yes
513,Samsung Galaxy S21,Android,36,1.6,442,17,249,34,Male,1,34.242,No
514,OnePlus 9,Android,110,3.4,975,31,507,57,Female,2,39.60833333,No
515,Samsung Galaxy S21,Android,466,7.1,1984,73,1461,54,Male,4,53.95066667,Yes
516,OnePlus 9,Android,126,2.2,1187,28,599,25,Male,2,37.687,No
517,Xiaomi Mi 11,Android,120,3.8,940,36,535,44,Male,2,40.54,Yes
518,iPhone 12,iOS,64,1.2,592,19,218,25,Male,1,34.05866667,No
519,OnePlus 9,Android,574,8.5,2780,87,1809,34,Female,5,59.34666667,Yes
520,OnePlus 9,Android,119,2.2,1123,22,371,51,Male,2,37.50633333,No
521,OnePlus 9,Android,350,6.5,2364,75,1485,20,Male,4,51.19733333,Yes
522,Google Pixel 5,Android,69,1.1,535,17,250,25,Male,1,33.885,No
523,Xiaomi Mi 11,Android,438,6.5,1849,64,1125,49,Female,4,52.149,Yes
524,Samsung Galaxy S21,Android,506,11.2,2623,98,2460,48,Male,5,63.45633333,Yes
525,Samsung Galaxy S21,Android,272,5.2,1390,45,792,57,Female,3,46.32333333,Yes
526,Samsung Galaxy S21,Android,224,4.5,1646,57,665,59,Male,3,44.37933333,Yes
527,Google Pixel 5,Android,99,2.4,689,36,318,29,Female,2,37.139,No
528,iPhone 12,iOS,44,1.2,466,10,131,57,Female,1,33.59933333,No
529,Google Pixel 5,Android,175,3,801,32,338,24,Male,2,39.71766667,No
530,Google Pixel 5,Android,228,4.8,1639,47,796,42,Female,3,45.039,Yes
531,Xiaomi Mi 11,Android,589,11.8,2629,86,2479,43,Female,5,66.04566667,Yes
532,OnePlus 9,Android,339,7.9,1987,66,1191,47,Male,4,53.437,Yes
533,iPhone 12,iOS,431,6.4,2206,66,1200,23,Female,4,52.18933333,Yes
534,Xiaomi Mi 11,Android,190,4.7,1276,57,915,22,Female,3,43.84266667,Yes
535,OnePlus 9,Android,389,6.1,2087,67,1383,30,Male,4,50.77033333,Yes
536,Samsung Galaxy S21,Android,139,3.3,937,24,573,25,Female,2,39.85366667,No
537,Samsung Galaxy S21,Android,289,5.9,1528,48,915,30,Male,3,48.14466667,Yes
538,Samsung Galaxy S21,Android,593,11.1,2672,82,2258,34,Female,5,64.75533333,Yes
539,Google Pixel 5,Android,576,9.5,2638,98,2281,38,Female,5,61.238,Yes
540,OnePlus 9,Android,592,9.4,2867,95,1701,27,Female,5,61.53366667,Yes
541,iPhone 12,iOS,567,10.5,2817,89,2194,52,Male,5,63.267,Yes
542,iPhone 12,iOS,170,2.5,740,21,537,25,Female,2,38.57333333,No
543,Google Pixel 5,Android,242,5.4,1307,48,642,28,Male,3,46.14033333,Yes
544,Samsung Galaxy S21,Android,275,5.5,1616,48,656,55,Male,3,47.19933333,Yes
545,Google Pixel 5,Android,544,9.7,2633,97,1727,28,Female,5,61.09966667,Yes
546,OnePlus 9,Android,50,2,362,17,182,34,Female,1,35.19533333,No
547,OnePlus 9,Android,236,4.6,1750,45,971,21,Female,3,44.88333333,Yes
548,iPhone 12,iOS,139,2.6,658,33,358,58,Female,2,38.17466667,No
549,Google Pixel 5,Android,383,6.6,2155,74,1360,45,Male,4,51.73833333,Yes
550,Samsung Galaxy S21,Android,172,4,1047,32,508,21,Female,2,41.91366667,Yes
551,Xiaomi Mi 11,Android,455,6.2,1984,72,1287,42,Male,4,51.96733333,Yes
552,Samsung Galaxy S21,Android,157,2.5,1110,30,373,37,Female,2,38.72666667,No
553,iPhone 12,iOS,173,3.8,605,23,583,32,Male,2,41.08833333,Yes
554,Samsung Galaxy S21,Android,405,7.3,2082,75,1162,37,Female,4,53.432,Yes
555,iPhone 12,iOS,387,6.6,2168,61,1246,19,Female,4,51.818,Yes
556,Xiaomi Mi 11,Android,201,4.9,1633,41,972,32,Female,3,44.783,Yes
557,iPhone 12,iOS,142,3.5,625,25,370,40,Female,2,39.99166667,No
558,Samsung Galaxy S21,Android,198,4.2,1392,43,640,27,Male,3,43.092,Yes
559,Google Pixel 5,Android,361,7.6,2037,65,1056,55,Male,4,53.25366667,Yes
560,OnePlus 9,Android,553,11.6,2914,81,1860,47,Male,5,65.33066667,Yes
561,Samsung Galaxy S21,Android,408,6.2,2245,69,1103,38,Female,4,51.445,Yes
562,Xiaomi Mi 11,Android,121,2.1,1188,21,578,18,Male,2,37.40466667,No
563,Google Pixel 5,Android,71,1.4,508,15,265,33,Female,1,34.49133333,No
564,iPhone 12,iOS,46,1.6,440,10,265,31,Male,1,34.40666667,No
565,Xiaomi Mi 11,Android,290,4.4,1272,55,910,44,Male,3,44.90533333,Yes
566,Samsung Galaxy S21,Android,60,1.3,462,15,296,40,Male,1,34.062,No
567,Google Pixel 5,Android,116,3.9,1132,26,498,35,Female,2,40.86533333,Yes
568,OnePlus 9,Android,86,1.7,312,16,227,32,Male,1,35.14533333,No
569,Google Pixel 5,Android,291,5.3,1537,43,700,49,Female,3,46.987,Yes
570,Google Pixel 5,Android,404,6.6,2181,77,1327,18,Male,4,52.11433333,Yes
571,OnePlus 9,Android,441,7.1,1928,74,1421,57,Male,4,53.478,Yes
572,Google Pixel 5,Android,444,6.1,2229,73,1194,25,Female,4,51.829,Yes
573,OnePlus 9,Android,211,5.9,1757,42,864,56,Female,3,47.07366667,Yes
574,Samsung Galaxy S21,Android,537,9.1,2858,86,2158,22,Male,5,60.008,Yes
575,Xiaomi Mi 11,Android,519,10.9,2571,93,2163,47,Female,5,63.021,Yes
576,Samsung Galaxy S21,Android,94,3.5,606,30,446,49,Male,2,39.17266667,No
577,Google Pixel 5,Android,554,10.3,2776,83,1606,34,Female,5,62.60933333,Yes
578,iPhone 12,iOS,381,7.5,2216,66,1291,37,Female,4,53.566,Yes
579,OnePlus 9,Android,257,6,1715,49,916,40,Female,3,47.99833333,Yes
580,Samsung Galaxy S21,Android,47,1.1,532,18,122,36,Male,1,33.51533333,No
581,iPhone 12,iOS,527,10,2430,82,1737,27,Female,5,61.21333333,Yes
582,Samsung Galaxy S21,Android,148,2.7,625,34,416,27,Male,2,38.49166667,No
583,iPhone 12,iOS,191,5.7,1414,53,991,19,Female,3,45.99733333,Yes
584,Google Pixel 5,Android,71,1.9,571,10,117,43,Female,1,35.55433333,No
585,OnePlus 9,Android,73,1.3,538,19,175,30,Female,1,34.35466667,No
586,OnePlus 9,Android,149,3.1,1191,28,563,29,Male,2,39.87433333,No
587,Xiaomi Mi 11,Android,197,4.4,1665,44,608,43,Female,3,43.74833333,Yes
588,Samsung Galaxy S21,Android,328,6.1,1975,72,1101,24,Male,4,49.64166667,Yes
589,OnePlus 9,Android,424,7.5,1995,75,1228,36,Male,4,54.06166667,Yes
590,Samsung Galaxy S21,Android,111,3.6,627,26,464,39,Female,2,39.677,No
591,Samsung Galaxy S21,Android,159,3.7,630,33,575,30,Male,2,40.68,Yes
592,Google Pixel 5,Android,580,11.5,2767,84,2341,36,Female,5,65.43366667,Yes
593,Samsung Galaxy S21,Android,379,7.7,1809,64,1050,22,Female,4,53.52566667,Yes
594,Samsung Galaxy S21,Android,217,4.2,1500,42,677,26,Female,3,43.51666667,Yes
595,Xiaomi Mi 11,Android,447,6.3,1959,63,1441,48,Male,4,52.009,Yes
596,OnePlus 9,Android,512,10.5,2538,82,1694,41,Male,5,62.07133333,Yes
597,Xiaomi Mi 11,Android,511,10.8,2529,91,2387,21,Male,5,62.64566667,Yes
598,OnePlus 9,Android,140,2.5,825,31,347,59,Male,2,38.15833333,No
599,Samsung Galaxy S21,Android,114,3,1131,31,596,28,Male,2,39.031,No
600,Samsung Galaxy S21,Android,192,4.3,1382,42,905,47,Female,3,43.182,Yes
601,iPhone 12,iOS,325,6,2244,70,1296,30,Female,4,49.66066667,Yes
602,OnePlus 9,Android,83,1.2,545,15,284,44,Male,1,34.32833333,No
603,OnePlus 9,Android,122,3,922,32,373,43,Male,2,38.95533333,No
604,OnePlus 9,Android,138,2.1,660,22,424,41,Female,2,37.16,No
605,OnePlus 9,Android,182,5.3,1278,42,885,54,Female,3,44.91133333,Yes
606,OnePlus 9,Android,425,6,1928,72,1150,53,Female,4,51.01133333,Yes
607,OnePlus 9,Android,580,10.4,2496,81,2441,37,Female,5,62.96266667,Yes
608,Xiaomi Mi 11,Android,203,4,1323,56,787,21,Male,3,42.70633333,Yes
609,Xiaomi Mi 11,Android,258,4.9,1596,56,937,40,Female,3,45.696,Yes
610,iPhone 12,iOS,551,8.5,2927,92,1901,51,Male,5,59.11033333,Yes
611,iPhone 12,iOS,507,9.6,2606,95,1543,48,Male,5,60.256,Yes
612,Xiaomi Mi 11,Android,57,1.3,489,16,131,37,Male,1,34.039,No
613,Xiaomi Mi 11,Android,553,10.2,2911,82,2441,44,Male,5,62.52766667,Yes
614,Google Pixel 5,Android,49,1.1,395,16,153,46,Female,1,33.41166667,No
615,Samsung Galaxy S21,Android,106,4,1158,23,493,18,Male,2,40.92466667,Yes
616,Google Pixel 5,Android,119,3.7,608,36,461,52,Male,2,39.99133333,No
617,OnePlus 9,Android,288,5.4,1476,49,767,36,Female,3,47.076,Yes
618,Google Pixel 5,Android,225,5.6,1388,55,965,36,Female,3,46.338,Yes
619,OnePlus 9,Android,342,7,1826,71,1077,26,Female,4,51.526,Yes
620,Samsung Galaxy S21,Android,292,4.2,1407,54,867,59,Male,3,44.67366667,Yes
621,iPhone 12,iOS,218,5,1475,46,972,59,Female,3,45.10833333,Yes
622,Google Pixel 5,Android,64,1.8,351,15,274,56,Male,1,35.01766667,No
623,Xiaomi Mi 11,Android,453,7.4,2363,65,1046,41,Female,4,54.713,Yes
624,OnePlus 9,Android,42,1.8,417,15,284,21,Male,1,34.717,No
625,Samsung Galaxy S21,Android,36,1.5,310,15,272,45,Male,1,33.91,No
626,OnePlus 9,Android,55,1.8,328,12,196,31,Female,1,34.84466667,No
627,iPhone 12,iOS,210,5,1614,53,679,55,Female,3,45.114,Yes
628,iPhone 12,iOS,227,5.2,1446,46,920,59,Male,3,45.62933333,Yes
629,Xiaomi Mi 11,Android,47,1.2,437,18,234,55,Male,1,33.62033333,No
630,iPhone 12,iOS,461,6.3,1988,62,1004,21,Male,4,52.27133333,Yes
631,Google Pixel 5,Android,94,3.1,1078,38,489,25,Male,2,38.84466667,No
632,Samsung Galaxy S21,Android,216,5.1,1483,54,977,45,Female,3,45.283,Yes
633,iPhone 12,iOS,496,10.2,2587,84,1921,56,Female,5,61.25366667,Yes
634,OnePlus 9,Android,138,3.2,1142,31,366,29,Female,2,39.842,No
635,iPhone 12,iOS,318,6.6,2055,67,1253,43,Male,4,50.555,Yes
636,Samsung Galaxy S21,Android,96,3.4,1198,39,401,48,Female,2,39.598,No
637,OnePlus 9,Android,510,10.7,2433,90,1729,47,Male,5,62.333,Yes
638,Xiaomi Mi 11,Android,83,1.1,546,10,289,32,Female,1,34.12933333,No
639,Google Pixel 5,Android,417,6.2,2074,63,1135,35,Female,4,51.424,Yes
640,Google Pixel 5,Android,538,9.8,2778,91,2080,35,Female,5,61.34466667,Yes
